,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP,id,SAMPLE,ROCK
864,51.69,4.54,1.6,0.07,6.59,5.8,18.02,0.2,2.77,5.49,0.05,0.9,1.82,0.02,0,0,0,0,0,0,0.19,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
865,53.93,3.97,0.38,0.03,13.02,5.44,13.73,0.28,1.48,6.35,1.11,0.47,2.16,0.02,0,0,0,1,0,0,0.55,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
866,46.51,4.73,4.39,0.01,8.09,5.75,17.24,0.1,0.54,6.86,0.25,1.87,0.45,0,0,0,0,0,0,0,0.22,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
867,47.8,2.57,4.77,0,9.6,9.27,16.93,0.85,0.9,4.08,0.12,1.12,1.86,0.02,0,0,0,0,0,0,0.11,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
868,52.4,3.67,1.57,0.15,6.72,5.45,18.7,0.08,2.55,5.93,0.04,0.65,1.72,0.01,0.02,0,0,0,0,0,0.25,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
869,51.67,4.58,1.59,0.01,6.74,5.9,18.14,0.07,2.76,5.38,0.03,0.84,1.9,0.02,0.01,0,0,1,0,0,0.17,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
870,53.3,1.62,1.8,0.06,10.06,6.22,16.12,2.11,0.95,5.95,0.13,0.75,2.74,0.04,0.02,0,0,0,0,0,0.11,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
871,52.1,5.2,2.4,0,7.8,5.9,16.3,0.09,2.2,6.1,0.36,0.9,2.34,0.01,0,0,0,0,0,0,1.31,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
872,53.1,4.46,1.51,0.03,7.95,5.67,17.56,0.15,2.56,5.61,0.11,0.98,1.89,0,0.01,0,0,0,0,0,0.16,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
873,51.73,4.31,1.46,0.06,6.5,6.08,18.58,0.18,2.8,5.34,0.61,0.5,2,0.01,0.01,0,0,1,0,0,0.14,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
874,52.46,5.01,2.18,0,7.94,5.35,17.87,0.19,2.01,6.62,0.17,1.75,0.76,0,0.03,0,0,0,0,0,0.21,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
875,49.93,3.47,3.6,0.03,7.63,7.92,17.3,0.4,1.28,5.55,0.15,1.07,1.8,0.02,0.07,0,0,1,0,0,0.22,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
876,47,4.55,4.28,0.01,8.02,6.06,17.25,0.14,0.65,6.67,0.23,1.76,0.64,0,0.01,0,0,0.14,0,0,0.22,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
877,51.69,4.54,1.59,0.07,6.61,5.8,18.02,0.2,2.78,5.5,0.06,0.91,1.84,0.02,0,0,0,0,0,0,0.18,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
878,50.74,3.78,3.07,0,11.2,4.52,16.04,0.18,1.67,6.81,0.1,0.59,2.34,0.01,0.01,0,0,0,0,0,1.21,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
879,52.32,5.04,2.2,0.01,7.83,5.85,16.58,0.1,2.28,5.99,0.3,0.92,2.24,0.01,0,0,0,0,0,0,1.05,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
880,52.4,4.51,1.56,0.06,7.98,5.9,17.25,0.16,2.57,5.43,0.1,0.88,1.87,0.01,0.02,0,0,0,0,0,0.14,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
881,51.69,4.52,1.59,0.07,6.58,5.82,18.06,0.2,2.77,5.48,0.09,0.87,1.83,0.02,0,0,0,0.08,0,0,0.18,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
882,52.91,1.97,2.12,0.08,9.59,6,16.15,1.54,1.1,6.32,0.3,0.69,2.38,0.04,0.04,0,0,0,0,0,0.11,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
883,51.7,4.54,1.57,0.06,6.64,5.8,18.01,0.19,2.79,5.52,0.08,0.93,1.87,0.02,0,0,0,0,0,0,0.18,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
884,50.97,0.52,3.57,0.02,10.33,6.19,17.1,0.47,0.97,6.17,0.03,1.5,1.34,0.03,0.06,0,0,0,0,0,0.57,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
885,52.22,1.97,2.09,0.08,9.42,5.95,16.3,1.63,0.99,6.56,0.2,0.76,2.49,0.04,0.04,0,0,0,0,0,0.17,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
886,52.34,5.03,2.19,0.01,7.84,5.85,16.6,0.1,2.28,5.98,0.3,0.92,2.23,0.01,0,0,0,0,0,0,1.03,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
887,51.69,2.97,2.83,0.07,9.63,5.18,16.15,0.4,1.49,6.95,0.41,0.54,1.99,0.02,0.05,0,0,0,0,0,0.53,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
888,52.23,1.72,1.85,0.06,9.69,6.09,16.35,2.08,0.84,6.38,0.04,0.82,2.79,0.05,0.03,0,0,0,0,0,0.19,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
889,52.67,1.64,1.79,0.06,9.88,6.16,16.26,2.15,0.87,6.18,0.05,0.8,2.81,0.05,0.03,0,0,0,0,0,0.16,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
890,53.26,1.62,1.8,0.06,10.05,6.22,16.13,2.11,0.94,5.97,0.12,0.75,2.74,0.04,0.02,0,0,0,0,0,0.11,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
891,51.76,4.56,1.41,0.01,7.05,5.8,17.88,0.12,2.86,5.66,0.23,1.07,2.11,0.01,0.02,0,0,0,0,0,0.12,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
892,51.76,4.54,1.6,0,6.87,5.77,17.94,0.12,2.79,5.66,0.16,1.02,2,0.01,0.02,0,0,0,0,0,0.11,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
893,51.76,4.53,1.75,0.03,6.72,5.78,17.94,0.14,2.7,5.57,0.05,0.91,1.83,0.01,0.01,0,0,0,0,0,0.12,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
894,51.89,4.55,1.61,0.07,7.93,6.04,17.09,0.17,2.58,5.32,0.09,0.81,1.86,0.01,0.03,0,0,0,0,0,0.12,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
895,52.85,4.68,1.78,0.02,7.95,5.54,17.68,0.17,2.34,6.01,0.13,1.28,1.44,0,0.02,0,0,0,0,0,0.18,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
896,50.76,4.1,3,0,11.01,4.98,15.99,0.16,1.44,6.57,0.22,0.98,1.99,0.01,0.03,0,0,0,0,0,0.98,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
897,49.24,3.18,3.98,0.02,8.27,8.36,17.18,0.55,1.16,5.07,0.14,1.09,1.82,0.02,0.05,0,0,0.67,0,0,0.19,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
898,51.9,4.55,1.59,0.08,8.01,6.06,17.03,0.17,2.57,5.31,0.09,0.8,1.86,0.01,0.03,0,0,0,0,0,0.12,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
899,50.72,0.37,4.01,0.01,10.26,6.54,17.32,0.13,1.02,5.98,0.02,1.5,1.04,0.02,0.05,0,0,0,0,0,0.88,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
900,51.69,4.54,1.6,0.07,6.59,5.8,18.02,0.2,2.77,5.49,0.05,0.9,1.82,0.02,0,0,0,0.01,0,0,0.19,0,MAGNESIOKATAPHORITE,AMPHIBOLES,NA,NA,NA
901,42.65,2.94,14.61,0.5,3.4,11.83,17.08,0.04,0.72,3.48,0.02,2.1,0,0,0.11,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
902,43.4,1.11,15.44,0.2,7.2,12.67,16.59,0.11,0.42,2.09,0.17,1.98,0.25,0.01,0.04,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
903,47.15,0.95,8.28,0.46,8.29,11.62,18.66,0.22,0.27,1.46,0,1.98,0.26,0.06,0.02,0,0,0,0,0,0.04,0,PARGASITE,AMPHIBOLES,NA,NA,NA
904,43.78,3.91,13.99,1.49,4.32,9.06,16.43,0.07,1.25,3.59,0.5,1.61,0.16,0.02,0.05,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
905,43.7,0.9,15.9,0.14,10.3,12.2,9.8,0.24,0.9,2.2,0.03,6.8,0.19,0.03,0.04,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
906,44.78,0.48,11.39,0.21,8.41,11.57,17.83,0.08,0.76,2.18,0.05,1.92,0.49,0,0.14,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
907,43.04,3.12,10.92,0.51,8.51,11.44,16.69,0.1,0.82,2.98,0.03,2.06,0,0.07,0.05,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
908,44.38,0.75,14.74,0.79,3.78,12.52,17.34,0.04,0,3.07,0.08,2.07,0,0.1,0.09,0,0,0,0,0,0.08,0,PARGASITE,AMPHIBOLES,NA,NA,NA
909,44.77,0.58,11.88,0.08,7.65,12.22,16.62,0.11,0.33,2.11,0.03,2.12,0.1,0.02,0,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
910,42.79,2.13,12.51,0.21,9.99,11.64,14.27,0,2.19,2.04,0,0.33,0.4,0.11,0.05,0,0,0,0,0,0.01,0,PARGASITE,AMPHIBOLES,NA,NA,NA
911,42.16,0.61,15.07,1.75,3.67,10.38,18.31,0.06,1.02,4.1,0.06,1.92,0.1,0.04,0.07,0,0,0,0,0,0.08,0,PARGASITE,AMPHIBOLES,NA,NA,NA
912,44.18,0.97,11.56,0.27,9.35,11.6,17.13,0.12,0,2.14,0.11,2.01,0.09,0.05,0,0,0,0,0,0,0.01,0,PARGASITE,AMPHIBOLES,NA,NA,NA
913,43.15,2.76,12.97,1.66,3.27,12.17,17.24,0.07,0.37,3.02,0.04,2.02,0,0.05,0.13,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
914,42.86,2.45,14.95,0.2,6.44,11.07,15.74,0.1,0.47,3.13,0.03,2.11,0.16,0.08,0.1,0,0,0,0,0,0.05,0,PARGASITE,AMPHIBOLES,NA,NA,NA
915,44.5,0.43,13.54,0.49,14.26,11.45,12.04,0.2,0.2,1.59,0.03,2.16,0.11,0,0.08,0,0,0,0,0,0.06,0,PARGASITE,AMPHIBOLES,NA,NA,NA
916,43.34,2.13,13.04,0.22,6.7,12.17,16.89,0.09,0.59,2.6,0.02,2.09,0.03,0.02,0.05,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
917,42.82,2.93,13.59,0.19,3.81,10.84,16.63,0.04,1.59,3.1,0.15,1.49,0.17,0.02,0.05,0,0,0,0,0,0.08,0,PARGASITE,AMPHIBOLES,NA,NA,NA
918,43.66,3.47,10.48,0.8,6.85,11.71,16.07,0.15,0.81,3.09,0.01,2.06,0.03,0.15,0.1,0,0,0,0,0,0.02,0,PARGASITE,AMPHIBOLES,NA,NA,NA
919,40.85,2.02,14.83,0.16,9.75,12.1,14.82,0.16,0.09,2.5,0,2.04,0.28,0.01,0.01,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
920,44.31,1.18,8.35,0.26,14.38,11.07,16.71,0.23,0.58,1.11,0.09,2.04,0.08,0.07,0.14,0,0,0,0,0,0.03,0,PARGASITE,AMPHIBOLES,NA,NA,NA
921,41.69,1.37,13.42,1.66,3.48,11.89,18.05,0.05,1.17,3.01,0.19,1.92,0.13,0.04,0.18,0,0,0,0,0,0.07,0,PARGASITE,AMPHIBOLES,NA,NA,NA
922,46.65,0.92,9.96,0.34,9.85,11.12,15.93,0.05,0.45,0.76,0.03,2.05,0.13,0.01,0.04,0,0,0,0,0,0.03,0,PARGASITE,AMPHIBOLES,NA,NA,NA
923,42.51,0.81,15.19,0.51,8.19,12.28,15.96,0.07,0.46,2.54,0.04,1.68,0.31,0.02,0.04,0,0,0,0,0,0.03,0,PARGASITE,AMPHIBOLES,NA,NA,NA
924,45.93,1.5,0.34,9.86,10.56,12.34,16.15,0.1,0.39,1.37,0.03,2.08,0.12,0.03,0.07,0,0,0,0,0,0.05,0,PARGASITE,AMPHIBOLES,NA,NA,NA
925,45.17,0.27,13.88,1.38,4.27,12.28,17.79,0.06,0.05,2.8,0.07,2.06,0,0.01,0.11,0,0,0,0,0,0.09,0,PARGASITE,AMPHIBOLES,NA,NA,NA
926,42.4,3.67,13.46,1.17,3.85,11.24,17.03,0.07,0.82,3.16,0,1.92,0.22,0.03,0.14,0,0,0,0,0,0.04,0,PARGASITE,AMPHIBOLES,NA,NA,NA
927,41.2,1.54,16.53,0.19,10.55,12.28,13.7,0.12,0.32,2.3,0.03,7.3,0.08,0.02,0.01,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
928,43.28,1.85,11.8,0,10.34,11.51,16.18,0.12,0.39,2.82,0.1,1.98,0,0.01,0.07,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
929,42.45,1.86,13.95,1.67,4.66,11.23,17.1,0.13,1.28,3.02,0.03,1.84,0.02,0.04,0.06,0,0,0,0,0,0.02,0,PARGASITE,AMPHIBOLES,NA,NA,NA
930,42.18,2.04,13.49,0.13,8.98,11.84,16.16,0.1,0.34,2.18,0,1.9,0,0.02,0.08,0,0,0,0,0,-0.02,0,PARGASITE,AMPHIBOLES,NA,NA,NA
931,43.01,0.93,15.04,0.33,7.32,12.54,16.12,0.05,0.39,2.06,0.03,2.02,0.34,0.02,0.07,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
932,45.19,0.66,14.57,0.22,6.17,12.92,16.55,0.07,0.4,1.62,0.08,2.02,0,0.04,0.04,0,0,0,0,0,0.03,0,PARGASITE,AMPHIBOLES,NA,NA,NA
933,42.99,2.14,12.87,1.29,3.9,12.65,17.59,0.04,0.21,3.29,0.06,1.66,0.12,0.03,0.17,0,0,0,0,0,0.09,0,PARGASITE,AMPHIBOLES,NA,NA,NA
934,42.82,2.03,12.79,0.06,7.35,12.15,17.31,0.04,0.36,2.21,0,2.04,0.28,0.01,0.05,0,0,0,0,0,0.02,0,PARGASITE,AMPHIBOLES,NA,NA,NA
935,42.94,1.19,15.32,1.08,4.95,10.28,17.89,0.14,0.56,3.48,0,2.06,0.13,0.03,0.1,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
936,43.06,0.95,12.55,1.59,5.43,11.46,17.25,0,1.04,3.22,0,1.84,0.1,0.13,0.14,0,0,0,0,0,0.03,0,PARGASITE,AMPHIBOLES,NA,NA,NA
937,42.48,1.67,12.21,2.42,4.05,11.26,18.05,0.06,1.23,3.28,0.75,2,0.09,0.05,0.09,0,0,0,0,0,0.14,0,PARGASITE,AMPHIBOLES,NA,NA,NA
938,40.96,1.96,13.51,0.14,14.27,11.83,11.4,0,2.37,1.7,0.02,1.9,0.33,0.16,0.04,0,0,0,0,0,-0.02,0,PARGASITE,AMPHIBOLES,NA,NA,NA
939,45.74,0.94,11.76,0.02,8.15,12.26,16.93,0.11,0.27,1.99,0.04,2.05,0.02,0,0,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
940,40.86,1.36,13.54,1.97,3.56,11.92,18.02,0.05,1.14,2.83,0.03,1.83,0.16,0.05,0.15,0,0,0,0,0,0.09,0,PARGASITE,AMPHIBOLES,NA,NA,NA
941,42.9,2.33,10.2,0.38,10.5,12.2,16.1,0.15,0.48,2.83,0.03,2.09,0.39,0.04,0.01,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
942,42.9,1.51,14.7,0.91,4.78,10.22,16.96,0.02,0.62,3.56,0.04,2.04,0.03,0.04,0.11,0,0,0,0,0,0.03,0,PARGASITE,AMPHIBOLES,NA,NA,NA
943,43.18,0.6,12.8,0.29,9.92,11.81,15.93,0.23,0.37,2.2,0.01,1.89,0.21,0.04,0.07,0,0,0,0,0,0.03,0,PARGASITE,AMPHIBOLES,NA,NA,NA
944,42.36,1.08,12.02,0.55,9.84,11.43,15.99,0.15,0.82,2.33,0.02,2.03,0.18,0.05,0.05,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
945,40.41,2.06,14.83,0.46,9.52,12.66,14.86,0.07,0.33,2.34,0.3,1.95,0.36,0.06,0.06,0,0,0,0,0,0.02,0,PARGASITE,AMPHIBOLES,NA,NA,NA
946,41.94,3.4,12.41,0.49,5.78,11.37,16.51,0.05,1.17,3.18,0.03,2.06,0.06,0.04,0.05,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
947,40.43,2.18,14.81,0.01,9.11,12.5,14.36,0.09,0.36,2.53,0.02,1.92,0.24,0.04,0.04,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
948,43.93,1.15,13.66,1.12,5.23,10.71,17.41,0.08,1.01,3.51,0.01,1.98,0,0.04,0.07,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
949,40.99,3.68,13.65,1.37,4.68,11.56,16.79,0.08,0.59,2.9,0.05,2,0.09,0.02,0.08,0,0,0,0,0,0.05,0,PARGASITE,AMPHIBOLES,NA,NA,NA
950,43.01,2.27,12.92,0.3,9.26,11.11,16.08,0.08,0.36,2.44,0.03,2.05,0.17,0,0.02,0,0,0,0,0,0,0,PARGASITE,AMPHIBOLES,NA,NA,NA
951,55.98,0.53,0.89,0.25,4.59,7.79,21.22,0.32,1.39,4.86,0.02,0.92,2.06,0.01,0.1,0,0,0,0,0,0.12,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
952,53.43,0.14,2.13,0.43,7.99,6.57,16.95,0.11,1.58,5.07,0.1,1.26,1.57,0.02,0.1,0,0,0,0,0,0,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
953,54.1,0.6,1.41,0.22,4.09,6.84,21.4,0.05,4.92,3.72,0.14,2,0.46,0,0.03,0,0,0,0,0,0.09,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
954,54.47,0.59,1.18,0.08,5.33,6.8,20.47,0.05,5.63,3.01,1.1,2.01,0.14,0,0.05,0,0,1,0,0,0,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
955,52.95,0.59,0.91,0.06,3.95,7.06,21.24,0.02,5.39,3.31,0.19,1.9,0.58,0.02,0.02,0,0,0,0,0,0.05,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
956,49.66,5.62,1.12,0.16,5.67,5.99,18.76,0.1,4.42,4.63,0.46,0.89,3.28,0,0,0,0,0,0,0,0.2,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
957,54.68,0.38,0.64,0.32,3.27,6.38,21.74,0.03,5.12,4.04,0.19,2.07,0.16,0,0.08,0,0,0,0,0,0.06,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
958,54.12,0.69,1.08,0.36,4.74,6.34,20.4,0.11,2.92,5.21,0.71,1.69,0.3,0,0.02,0,0,1,0,0,0.11,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
959,53.34,0.68,1.31,0.07,5.72,6.85,19.97,0.04,5.89,2.79,0.1,1.94,0.17,0,0.02,0,0,0,0,0,0,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
960,51.44,4.91,0.85,0,10.25,3.16,15.5,0.2,3.73,6.38,0.11,0.99,2.02,0,0.11,0,0,0,0,0,0.24,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
961,52,6.37,2.87,0.36,20.1,1.12,6.63,0.45,4.34,6.82,1.62,0.62,1.16,0.07,0.14,0,0,0,0,0,0.3,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
962,52.64,0.31,0.99,0.06,19.99,6.45,7.98,0.06,1.23,6.7,0.26,1.63,1.64,0,0.04,0,0,0,0,0,0.32,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
963,54.47,1.09,1.78,0.16,7.52,6.23,18.82,0.19,1.75,5.84,0.83,0.33,1.48,0,0.02,0,0,1,0,0,0.35,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
964,53.11,0.31,0.5,0,3.88,7.46,21.54,0.29,1.71,6.38,0.01,1.11,2.05,0,0.02,0,0,1,0,0,0.1,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
965,54.96,1.18,0.65,0.08,1.93,6.45,22.06,0,4.61,4.33,0.46,1.67,1.8,0,0.06,0,0,0,0,0,0,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
966,56.68,0.17,0.19,0.36,1.66,7.19,23.28,0.05,3.06,5.07,0.29,1.35,2.31,0.02,0.09,0,0,0,0,0,0.17,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
967,49.47,4.71,1.68,0.03,5.84,10.45,17.68,0.07,2.94,4.12,0,0.3,2.37,0.04,0,0,0,1,0,0,0.1,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
968,52.77,0.76,1.19,0.07,5.67,6.94,19.97,0.07,5.59,2.78,0.71,1.51,0.3,0,0,0,0,0,0,0,0.1,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
969,56,0.32,1.02,0.28,2.13,7.1,23,0.03,4.9,3.8,0.19,2.01,0.32,0,0.13,0,0,0,0,0,0.09,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
970,59.49,0.08,0.28,0.95,7.15,0.84,19.49,0.1,3.31,7.45,0.05,1.49,1.87,0.05,0.1,0,0,0,0,0,0,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
971,55.68,0.4,0.73,0.25,4.41,6.18,21.5,0.07,5.06,4.01,0.8,1.81,1.27,0.01,0.03,0,0,0,0,0,0,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
972,55.85,0.44,0.3,0,2.8,6.35,22.16,0.06,0.15,7.26,0.06,2.14,0.06,0,0.01,0,0,0,0,0,0.16,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
973,49.7,1.44,6.07,2.3,3.26,8.18,21.1,0.05,1.12,4.5,0.3,1.8,1.01,0.05,0.12,0,0,0,0,0,0.26,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
974,55.02,0.41,0.68,0.41,3.45,6.04,21.6,0.07,5.08,4.21,0.11,1.89,0.42,0.02,0.04,0,0,0,0,0,0.06,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
975,38.24,5.24,15.61,0.29,6.29,0.05,20.58,0.01,9.48,0.27,0.15,1.82,2.06,0.08,0.04,0,0,0,0,0,0.16,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
976,56.04,0.29,0.92,0.24,2.71,7.07,22.76,0.04,4.63,3.52,0.25,1.98,0.36,0,0.15,0,0,0,0,0,0.08,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
977,54.8,0.54,1.21,0.05,4.62,6.92,20.84,0.03,4.83,3.43,0.34,2.03,0.2,0,0.04,0,0,0,0,0,0.05,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
978,54.43,0.53,0.94,0.04,3.74,7.16,21.55,0.06,5.44,3.2,0.34,1.94,0.37,0,0.07,0,0,0,0,0,0.06,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
979,56.01,0.26,0.88,0.27,2.75,7.15,22.72,0.05,4.68,3.57,0.27,1.91,0.39,0.02,0.04,0,0,0,0,0,0.08,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
980,54.6,1.19,2.56,0.1,13.92,3.93,10.39,0.28,5.54,3.65,0.03,1.7,0.9,0.01,0.02,0,0,0,0,0,1.36,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
981,57.33,3.07,0.93,0.66,3.06,4.29,20.24,0.05,3.17,5.56,0.71,0.51,2.58,0.03,0.03,0,0,1,0,0,0.06,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
982,54.31,1.17,0.99,0.28,4.26,6.44,20.46,0.09,2.87,5.27,0.14,1.93,0.15,0.01,0.1,0,0,0,0,0,0,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
983,55.17,0.86,1.13,0.06,4.17,7.06,21.05,0.04,4.56,3.62,0.1,1.97,0.23,0,0,0,0,0,0,0,0.02,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
984,53.31,3.62,1.33,0.21,3.97,7.55,21.21,0.07,4.2,3.54,0.19,1.75,0.36,0,0.08,0,0,0,0,0,0.07,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
985,56.11,0.31,1.01,0.33,2.77,7.1,22.4,0,4.68,3.46,0.3,2.04,0.23,0,0.08,0,0,0,0,0,0.08,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
986,53.64,3.13,0.87,0.08,3.18,7.13,20.9,0.07,4.15,4.02,0.07,1.19,3.79,0.01,0.04,0,0,0,0,0,0.16,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
987,55.35,0.16,0.71,0,9.47,5.88,17.91,0.38,4.48,5,0.2,1.1,2.86,0,0.04,0,0,1,0,0,0.13,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
988,53.26,0.67,1.33,0.05,5.64,6.84,20.29,0.06,5.79,2.93,0.04,1.98,0.06,0,0.05,0,0,0,0,0,0.03,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
989,54.94,1.7,0.48,0.02,2.8,6.65,21.1,0.05,4.54,4.45,0.19,1.51,1.51,0.01,0,0,0,0,0,0,0.05,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
990,52.14,3.87,1.49,0.03,6.44,6.01,18.7,0.11,2.62,5.56,0.06,1.61,2.05,0.01,0.03,0,0,0,0,0,0.12,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
991,55.98,0.28,0.89,0.2,2.65,7.03,22.47,0.03,4.62,3.56,0,2.04,0.38,0,0.09,0,0,0,0,0,0.09,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
992,54.85,0.38,0.51,0.34,3.74,5.91,21.79,0.07,4.99,4.26,0.31,1.92,0.3,0,0,0,0,0,0,0,0.09,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
993,50.93,2.08,2.73,0.03,4.32,8.06,20.79,0.01,0.47,6.22,0.1,1.95,0.39,0,0.03,0,0,0,0,0,0.13,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
994,54.78,0.59,1.05,0.03,4.33,6.87,21.08,0.05,4.75,3.68,0.17,1.95,0.16,0.02,0.01,0,0,0,0,0,0.16,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
995,56.14,0.2,0.42,0.21,2.18,5.16,22.7,0.05,4.41,4.86,0.19,1.26,2.73,0,0.13,0,0,0,0,0,0.2,0,RICHTERITE,AMPHIBOLES,NA,NA,NA
